All   channel acquired
Date[dd-mm-yy]= 01-11-22   Time= 17:10:36
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  5.650000	     0.010	     0.010	    -0.090	     0.091
  5.661300	     0.020	     0.000	    -0.100	     0.102
  5.672600	     0.020	     0.010	    -0.080	     0.083
  5.683900	     0.020	     0.000	    -0.100	     0.102
  5.695200	     0.020	     0.010	    -0.090	     0.093
  5.706500	     0.020	     0.000	    -0.090	     0.092
  5.717800	     0.020	     0.010	    -0.090	     0.093
  5.729100	     0.020	     0.010	    -0.110	     0.112
  5.740400	     0.020	     0.010	    -0.100	     0.102
  5.751700	     0.020	     0.010	    -0.080	     0.083
  5.763000	     0.020	     0.010	    -0.080	     0.083
  5.774300	     0.030	     0.010	    -0.110	     0.114
  5.785600	     0.030	     0.020	    -0.090	     0.097
  5.796900	     0.030	     0.010	    -0.080	     0.086
  5.808200	     0.030	     0.020	    -0.090	     0.097
  5.819500	     0.030	     0.000	    -0.100	     0.104
  5.830800	     0.030	     0.000	    -0.090	     0.095
  5.842100	     0.030	     0.010	    -0.090	     0.095
  5.853400	     0.030	     0.000	    -0.100	     0.104
  5.864700	     0.020	     0.010	    -0.090	     0.093
  5.876000	     0.030	     0.020	    -0.090	     0.097
  5.887300	     0.040	     0.010	    -0.090	     0.099
  5.898600	     0.030	     0.010	    -0.100	     0.105
  5.909900	     0.010	     0.010	    -0.090	     0.091
  5.921200	     0.010	     0.020	    -0.090	     0.093
  5.932500	     0.020	     0.010	    -0.100	     0.102
  5.943800	     0.010	     0.000	    -0.110	     0.110
  5.955100	     0.010	     0.010	    -0.100	     0.101
  5.966400	     0.000	     0.010	    -0.090	     0.091
  5.977700	     0.010	     0.000	    -0.080	     0.081
  5.989000	     0.010	     0.000	    -0.090	     0.091
  6.000300	     0.000	     0.010	    -0.090	     0.091
  6.011600	     0.010	     0.010	    -0.090	     0.091
  6.022900	     0.000	     0.000	    -0.090	     0.090
  6.034200	     0.000	     0.000	    -0.100	     0.100
  6.045500	     0.020	    -0.010	    -0.100	     0.102
  6.056800	     0.010	     0.020	    -0.100	     0.102
  6.068100	     0.000	     0.000	    -0.080	     0.080
  6.079400	     0.020	     0.010	    -0.090	     0.093
  6.090700	     0.030	     0.010	    -0.080	     0.086
  6.102000	     0.030	     0.010	    -0.090	     0.095
  6.113300	     0.030	     0.010	    -0.090	     0.095
  6.124600	     0.040	     0.010	    -0.090	     0.099
  6.135900	     0.020	     0.010	    -0.090	     0.093
  6.147200	     0.010	    -0.010	    -0.080	     0.081
  6.158500	     0.010	     0.000	    -0.080	     0.081
  6.169800	     0.010	     0.000	    -0.090	     0.091
  6.181100	     0.010	     0.000	    -0.110	     0.110
  6.192400	     0.030	     0.000	    -0.090	     0.095
  6.203700	     0.010	     0.010	    -0.100	     0.101
  6.215000	     0.020	     0.010	    -0.080	     0.083
  6.226300	     0.030	     0.010	    -0.090	     0.095
  6.237600	     0.000	     0.010	    -0.080	     0.081
  6.248900	     0.010	     0.030	    -0.090	     0.095
  6.260200	     0.000	     0.020	    -0.090	     0.092
  6.271500	     0.030	     0.020	    -0.090	     0.097
  6.282800	     0.020	     0.000	    -0.090	     0.092
  6.294100	     0.020	     0.000	    -0.060	     0.063
  6.305400	     0.010	     0.020	    -0.100	     0.102
  6.316700	     0.010	     0.010	    -0.100	     0.101
  6.328000	     0.050	     0.010	    -0.100	     0.112
  6.339300	     0.020	     0.010	    -0.110	     0.112
  6.350600	     0.020	     0.020	    -0.090	     0.094
  6.361900	     0.030	    -0.010	    -0.080	     0.086
  6.373200	     0.010	     0.000	    -0.090	     0.091
  6.384500	     0.030	     0.020	    -0.100	     0.106
  6.395800	     0.020	     0.010	    -0.090	     0.093
  6.407100	     0.030	     0.020	    -0.100	     0.106
  6.418400	     0.010	     0.010	    -0.080	     0.081
  6.429700	     0.020	     0.010	    -0.090	     0.093
  6.441000	     0.030	     0.000	    -0.090	     0.095
  6.452300	     0.000	     0.010	    -0.090	     0.091
  6.463600	     0.020	     0.020	    -0.100	     0.104
  6.474900	     0.010	     0.010	    -0.090	     0.091
  6.486200	     0.020	     0.010	    -0.080	     0.083
  6.497500	     0.030	     0.020	    -0.080	     0.088
  6.508800	     0.030	     0.020	    -0.110	     0.116
  6.520100	     0.040	     0.010	    -0.080	     0.090
  6.531400	     0.020	     0.010	    -0.090	     0.093
  6.542700	     0.020	     0.000	    -0.060	     0.063
  6.554000	     0.030	     0.020	    -0.090	     0.097
  6.565300	     0.010	     0.000	    -0.090	     0.091
  6.576600	     0.010	     0.010	    -0.090	     0.091
  6.587900	     0.020	     0.020	    -0.100	     0.104
  6.599200	     0.020	     0.010	    -0.090	     0.093
  6.610500	     0.020	     0.010	    -0.080	     0.083
  6.621800	     0.020	     0.020	    -0.090	     0.094
  6.633100	     0.040	     0.010	    -0.080	     0.090
  6.644400	     0.030	     0.020	    -0.100	     0.106
  6.655700	     0.030	     0.010	    -0.100	     0.105
  6.667000	     0.010	     0.020	    -0.090	     0.093
  6.678300	     0.030	     0.020	    -0.090	     0.097
  6.689600	     0.010	     0.010	    -0.080	     0.081
  6.700900	     0.020	     0.020	    -0.080	     0.085
  6.712200	     0.010	     0.010	    -0.100	     0.101
  6.723500	     0.010	     0.020	    -0.080	     0.083
  6.734800	     0.010	     0.010	    -0.080	     0.081
  6.746100	    -0.010	     0.010	    -0.100	     0.101
  6.757400	     0.010	     0.010	    -0.090	     0.091
  6.768700	     0.010	     0.020	    -0.090	     0.093
  6.780000	     0.020	     0.010	    -0.100	     0.102
  6.791300	     0.020	     0.020	    -0.060	     0.066
  6.802600	     0.010	     0.010	    -0.080	     0.081
  6.813900	     0.010	     0.010	    -0.080	     0.081
  6.825200	     0.030	     0.020	    -0.080	     0.088
  6.836500	     0.010	     0.020	    -0.080	     0.083
  6.847800	     0.020	     0.010	    -0.080	     0.083
  6.859100	     0.010	     0.030	    -0.070	     0.077
  6.870400	     0.010	     0.010	    -0.090	     0.091
  6.881700	     0.020	     0.030	    -0.080	     0.088
  6.893000	     0.000	     0.010	    -0.080	     0.081
  6.904300	     0.020	     0.020	    -0.080	     0.085
  6.915600	     0.030	     0.020	    -0.090	     0.097
  6.926900	     0.010	     0.010	    -0.080	     0.081
  6.938200	     0.030	     0.020	    -0.090	     0.097
  6.949500	     0.020	     0.010	    -0.090	     0.093
  6.960800	     0.030	     0.000	    -0.100	     0.104
  6.972100	     0.010	     0.010	    -0.090	     0.091
  6.983400	     0.030	     0.000	    -0.090	     0.095
  6.994700	     0.030	     0.000	    -0.100	     0.104
  7.006000	     0.010	     0.010	    -0.080	     0.081
  7.017300	     0.030	     0.010	    -0.070	     0.077
  7.028600	     0.010	     0.000	    -0.080	     0.081
  7.039900	     0.020	     0.020	    -0.080	     0.085
  7.051200	     0.030	     0.010	    -0.080	     0.086
  7.062500	     0.020	     0.010	    -0.100	     0.102
  7.073800	     0.040	     0.010	    -0.080	     0.090
  7.085100	     0.030	     0.020	    -0.090	     0.097
  7.096400	     0.030	     0.020	    -0.090	     0.097
  7.107700	     0.020	     0.030	    -0.100	     0.106
  7.119000	     0.010	     0.000	    -0.090	     0.091
  7.130300	     0.010	     0.020	    -0.080	     0.083
  7.141600	     0.020	     0.010	    -0.090	     0.093
  7.152900	     0.010	     0.030	    -0.080	     0.086
  7.164200	     0.010	     0.020	    -0.090	     0.093
  7.175500	     0.010	     0.020	    -0.070	     0.073
  7.186800	     0.010	     0.020	    -0.070	     0.073
  7.198100	     0.030	     0.020	    -0.090	     0.097
  7.209400	     0.020	     0.010	    -0.100	     0.102
  7.220700	     0.040	     0.010	    -0.090	     0.099
  7.232000	     0.030	     0.020	    -0.100	     0.106
  7.243300	     0.030	     0.010	    -0.100	     0.105
  7.254600	     0.020	     0.000	    -0.100	     0.102
  7.265900	     0.010	     0.020	    -0.090	     0.093
  7.277200	     0.030	     0.010	    -0.090	     0.095
  7.288500	     0.030	     0.010	    -0.080	     0.086
  7.299800	     0.030	     0.010	    -0.080	     0.086
  7.311100	     0.020	     0.000	    -0.080	     0.082
  7.322400	     0.030	     0.010	    -0.080	     0.086
  7.333700	     0.020	     0.020	    -0.100	     0.104
  7.345000	     0.040	     0.000	    -0.070	     0.081
  7.356300	     0.030	     0.010	    -0.080	     0.086
  7.367600	     0.030	     0.000	    -0.070	     0.076
  7.378900	     0.010	     0.010	    -0.080	     0.081
  7.390200	     0.030	     0.030	    -0.080	     0.091
  7.401500	     0.010	     0.000	    -0.070	     0.071
  7.412800	     0.010	     0.020	    -0.070	     0.073
  7.424100	     0.010	     0.000	    -0.080	     0.081
  7.435400	     0.010	     0.000	    -0.090	     0.091
  7.446700	     0.020	     0.010	    -0.100	     0.102
  7.458000	     0.030	     0.010	    -0.080	     0.086
  7.469300	     0.020	    -0.010	    -0.090	     0.093
  7.480600	     0.010	     0.020	    -0.080	     0.083
  7.491900	     0.010	     0.000	    -0.080	     0.081
  7.503200	     0.020	     0.010	    -0.090	     0.093
  7.514500	     0.010	     0.020	    -0.100	     0.102
  7.525800	     0.020	     0.020	    -0.070	     0.075
  7.537100	     0.020	     0.010	    -0.100	     0.102
  7.548400	     0.020	     0.010	    -0.090	     0.093
  7.559700	     0.020	     0.020	    -0.090	     0.094
  7.571000	     0.030	     0.010	    -0.080	     0.086
  7.582300	     0.020	     0.000	    -0.080	     0.082
  7.593600	     0.030	     0.010	    -0.090	     0.095
  7.604900	     0.020	     0.010	    -0.090	     0.093
  7.616200	     0.000	     0.030	    -0.080	     0.085
  7.627500	     0.000	     0.020	    -0.090	     0.092
  7.638800	     0.010	     0.010	    -0.080	     0.081
  7.650100	     0.020	     0.010	    -0.090	     0.093
  7.661400	     0.030	     0.000	    -0.080	     0.085
  7.672700	     0.020	     0.010	    -0.100	     0.102
  7.684000	     0.020	     0.020	    -0.080	     0.085
  7.695300	     0.020	     0.000	    -0.080	     0.082
  7.706600	     0.020	     0.000	    -0.100	     0.102
  7.717900	     0.020	     0.010	    -0.090	     0.093
  7.729200	     0.010	     0.000	    -0.090	     0.091
  7.740500	     0.030	     0.020	    -0.100	     0.106
  7.751800	     0.030	     0.010	    -0.090	     0.095
  7.763100	     0.010	     0.000	    -0.090	     0.091
  7.774400	     0.030	     0.020	    -0.090	     0.097
  7.785700	     0.020	     0.000	    -0.100	     0.102
  7.797000	     0.020	     0.000	    -0.120	     0.122
  7.808300	     0.010	     0.000	    -0.080	     0.081
  7.819600	     0.020	    -0.010	    -0.090	     0.093
  7.830900	     0.020	     0.000	    -0.070	     0.073
  7.842200	     0.010	     0.010	    -0.080	     0.081
  7.853500	     0.030	     0.010	    -0.080	     0.086
  7.864800	     0.020	     0.000	    -0.070	     0.073
  7.876100	     0.020	     0.010	    -0.070	     0.073
  7.887400	     0.020	     0.010	    -0.080	     0.083
  7.898700	     0.030	     0.010	    -0.080	     0.086
  7.910000	     0.020	     0.010	    -0.070	     0.073
  7.921300	     0.020	     0.010	    -0.090	     0.093
  7.932600	     0.020	     0.010	    -0.090	     0.093
  7.943900	     0.010	     0.010	    -0.100	     0.101
  7.955200	     0.020	     0.010	    -0.060	     0.064
  7.966500	     0.020	     0.010	    -0.080	     0.083
  7.977800	     0.030	     0.010	    -0.080	     0.086
  7.989100	     0.010	     0.010	    -0.060	     0.062
  8.000400	     0.020	     0.000	    -0.080	     0.082
  8.011700	     0.020	     0.010	    -0.080	     0.083
  8.023000	     0.010	     0.000	    -0.100	     0.100
  8.034300	     0.000	     0.010	    -0.090	     0.091
  8.045600	     0.030	     0.010	    -0.080	     0.086
  8.056900	     0.030	     0.010	    -0.080	     0.086
  8.068200	     0.010	     0.000	    -0.090	     0.091
  8.079500	     0.030	     0.020	    -0.090	     0.097
  8.090800	     0.010	     0.020	    -0.080	     0.083
  8.102100	     0.020	     0.010	    -0.080	     0.083
  8.113400	     0.020	     0.010	    -0.080	     0.083
  8.124700	     0.020	     0.000	    -0.080	     0.082
  8.136000	     0.000	     0.020	    -0.090	     0.092
  8.147300	     0.020	     0.000	    -0.090	     0.092
  8.158600	     0.010	     0.010	    -0.090	     0.091
  8.169900	     0.020	     0.000	    -0.100	     0.102
  8.181200	     0.020	     0.000	    -0.060	     0.063
  8.192500	     0.020	    -0.010	    -0.100	     0.102
  8.203800	     0.030	     0.010	    -0.100	     0.105
  8.215100	     0.020	     0.010	    -0.100	     0.102
  8.226400	     0.020	     0.030	    -0.090	     0.097
  8.237700	     0.010	     0.020	    -0.090	     0.093
  8.249000	     0.010	     0.010	    -0.100	     0.101
  8.260300	     0.040	     0.010	    -0.100	     0.108
  8.271600	     0.030	     0.010	    -0.090	     0.095
  8.282900	     0.010	     0.010	    -0.080	     0.081
  8.294200	     0.000	     0.010	    -0.090	     0.091
  8.305500	     0.020	     0.000	    -0.080	     0.082
  8.316800	     0.040	     0.000	    -0.080	     0.089
  8.328100	     0.020	     0.020	    -0.100	     0.104
  8.339400	     0.020	     0.000	    -0.080	     0.082
  8.350700	     0.010	    -0.010	    -0.110	     0.111
  8.362000	     0.020	     0.000	    -0.090	     0.092
  8.373300	     0.010	     0.000	    -0.070	     0.071
  8.384600	     0.030	     0.020	    -0.090	     0.097
  8.395900	     0.020	     0.020	    -0.080	     0.085
  8.407200	     0.010	     0.010	    -0.070	     0.071
  8.418500	     0.020	     0.000	    -0.090	     0.092
  8.429800	     0.020	     0.010	    -0.090	     0.093
  8.441100	     0.010	     0.020	    -0.100	     0.102
  8.452400	     0.010	     0.000	    -0.100	     0.100
  8.463700	     0.020	     0.000	    -0.090	     0.092
  8.475000	     0.020	     0.020	    -0.090	     0.094
  8.486300	     0.010	    -0.010	    -0.080	     0.081
  8.497600	     0.020	     0.010	    -0.090	     0.093
  8.508900	     0.000	     0.000	    -0.080	     0.080
  8.520200	     0.020	     0.020	    -0.090	     0.094
  8.531500	     0.010	     0.000	    -0.090	     0.091
  8.542800	     0.010	     0.000	    -0.090	     0.091
  8.554100	     0.020	     0.010	    -0.090	     0.093
  8.565400	     0.010	     0.000	    -0.070	     0.071
  8.576700	     0.020	     0.000	    -0.080	     0.082
  8.588000	     0.030	     0.020	    -0.080	     0.088
  8.599300	     0.020	     0.010	    -0.090	     0.093
  8.610600	     0.030	     0.010	    -0.090	     0.095
  8.621900	     0.010	     0.000	    -0.100	     0.100
  8.633200	     0.040	     0.020	    -0.080	     0.092
  8.644500	     0.000	     0.020	    -0.080	     0.082
  8.655800	     0.020	     0.020	    -0.080	     0.085
  8.667100	     0.010	     0.020	    -0.080	     0.083
  8.678400	     0.030	     0.010	    -0.090	     0.095
  8.689700	     0.010	     0.030	    -0.090	     0.095
  8.701000	     0.010	     0.010	    -0.080	     0.081
  8.712300	     0.040	     0.030	    -0.080	     0.094
  8.723600	     0.000	     0.010	    -0.090	     0.091
  8.734900	     0.030	     0.020	    -0.100	     0.106
  8.746200	     0.020	     0.010	    -0.070	     0.073
  8.757500	     0.020	     0.020	    -0.100	     0.104
  8.768800	     0.020	     0.020	    -0.080	     0.085
  8.780100	     0.010	     0.030	    -0.070	     0.077
  8.791400	     0.020	     0.020	    -0.090	     0.094
  8.802700	     0.000	     0.010	    -0.070	     0.071
  8.814000	     0.020	     0.010	    -0.100	     0.102
  8.825300	     0.010	     0.010	    -0.070	     0.071
  8.836600	     0.030	     0.020	    -0.090	     0.097
  8.847900	     0.020	     0.010	    -0.080	     0.083
  8.859200	     0.030	    -0.010	    -0.090	     0.095
  8.870500	     0.020	     0.000	    -0.100	     0.102
  8.881800	     0.020	     0.020	    -0.090	     0.094
  8.893100	     0.030	     0.010	    -0.090	     0.095
  8.904400	     0.020	     0.020	    -0.080	     0.085
  8.915700	     0.020	     0.000	    -0.080	     0.082
  8.927000	     0.020	     0.010	    -0.090	     0.093
  8.938300	     0.020	     0.000	    -0.090	     0.092
  8.949600	     0.030	     0.010	    -0.100	     0.105
  8.960900	     0.010	     0.010	    -0.090	     0.091
  8.972200	     0.040	     0.030	    -0.090	     0.103
  8.983500	     0.020	     0.020	    -0.070	     0.075
  8.994800	     0.030	     0.010	    -0.070	     0.077
  9.006100	     0.030	     0.010	    -0.080	     0.086
  9.017400	     0.020	     0.010	    -0.070	     0.073
  9.028700	     0.010	     0.000	    -0.060	     0.061
  9.040000	     0.010	     0.010	    -0.080	     0.081
  9.051300	     0.030	     0.020	    -0.080	     0.088
  9.062600	     0.040	     0.030	    -0.080	     0.094
  9.073900	     0.020	     0.020	    -0.070	     0.075
