All   channel acquired
Date[dd-mm-yy]= 01-11-22   Time= 17:10:36
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
 50.172000	     0.040	     0.000	    -0.080	     0.089
 50.183300	     0.010	     0.010	    -0.080	     0.081
 50.194600	     0.030	     0.010	    -0.090	     0.095
 50.205900	     0.020	     0.020	    -0.090	     0.094
 50.217200	     0.040	     0.010	    -0.090	     0.099
 50.228500	     0.030	     0.000	    -0.090	     0.095
 50.239800	     0.010	     0.010	    -0.090	     0.091
 50.251100	     0.040	     0.020	    -0.100	     0.110
 50.262400	     0.020	     0.010	    -0.090	     0.093
 50.273700	     0.040	     0.010	    -0.080	     0.090
 50.285000	     0.030	     0.000	    -0.090	     0.095
 50.296300	     0.020	     0.010	    -0.070	     0.073
 50.307600	     0.030	     0.010	    -0.100	     0.105
 50.318900	     0.050	     0.020	    -0.090	     0.105
 50.330200	     0.020	     0.030	    -0.100	     0.106
 50.341500	     0.030	     0.000	    -0.100	     0.104
 50.352800	     0.030	     0.020	    -0.080	     0.088
 50.364100	     0.030	     0.020	    -0.100	     0.106
 50.375400	     0.040	     0.020	    -0.080	     0.092
 50.386700	     0.030	     0.010	    -0.100	     0.105
 50.398000	     0.030	     0.010	    -0.080	     0.086
 50.409300	     0.040	     0.010	    -0.080	     0.090
 50.420600	     0.020	     0.030	    -0.090	     0.097
 50.431900	     0.030	     0.010	    -0.080	     0.086
 50.443200	     0.030	    -0.010	    -0.080	     0.086
 50.454500	     0.000	     0.020	    -0.080	     0.082
 50.465800	     0.040	     0.020	    -0.070	     0.083
 50.477100	     0.010	     0.010	    -0.070	     0.071
 50.488400	     0.010	     0.020	    -0.090	     0.093
 50.499700	     0.030	     0.020	    -0.090	     0.097
 50.511000	     0.050	     0.010	    -0.070	     0.087
 50.522300	     0.030	     0.030	    -0.080	     0.091
 50.533600	     0.030	     0.020	    -0.090	     0.097
 50.544900	     0.020	     0.020	    -0.080	     0.085
 50.556200	     0.030	     0.010	    -0.080	     0.086
 50.567500	     0.010	     0.010	    -0.100	     0.101
 50.578800	     0.020	     0.010	    -0.090	     0.093
 50.590100	     0.010	     0.010	    -0.080	     0.081
 50.601400	     0.020	     0.010	    -0.100	     0.102
 50.612700	     0.010	     0.010	    -0.090	     0.091
 50.624000	     0.030	     0.020	    -0.110	     0.116
 50.635300	     0.010	     0.000	    -0.090	     0.091
 50.646600	     0.010	     0.020	    -0.080	     0.083
 50.657900	     0.020	     0.010	    -0.100	     0.102
 50.669200	     0.020	     0.000	    -0.090	     0.092
 50.680500	     0.010	     0.010	    -0.080	     0.081
 50.691800	     0.020	     0.010	    -0.080	     0.083
 50.703100	     0.000	     0.010	    -0.090	     0.091
 50.714400	     0.000	     0.020	    -0.100	     0.102
 50.725700	     0.010	     0.020	    -0.100	     0.102
 50.737000	     0.000	     0.010	    -0.090	     0.091
 50.748300	     0.000	     0.010	    -0.070	     0.071
 50.759600	    -0.010	     0.010	    -0.080	     0.081
 50.770900	     0.020	     0.010	    -0.110	     0.112
 50.782200	     0.020	     0.020	    -0.110	     0.114
 50.793500	     0.030	     0.010	    -0.110	     0.114
 50.804800	     0.000	     0.020	    -0.080	     0.082
 50.816100	     0.010	     0.020	    -0.090	     0.093
 50.827400	     0.030	     0.010	    -0.090	     0.095
 50.838700	     0.020	    -0.010	    -0.080	     0.083
 50.850000	     0.030	     0.010	    -0.090	     0.095
 50.861300	     0.020	     0.000	    -0.070	     0.073
 50.872600	     0.030	     0.020	    -0.100	     0.106
 50.883900	     0.030	     0.000	    -0.070	     0.076
 50.895200	     0.010	     0.020	    -0.080	     0.083
 50.906500	     0.030	     0.000	    -0.070	     0.076
 50.917800	     0.020	     0.000	    -0.090	     0.092
 50.929100	     0.020	     0.010	    -0.080	     0.083
 50.940400	     0.020	     0.010	    -0.080	     0.083
 50.951700	     0.020	     0.000	    -0.090	     0.092
 50.963000	     0.030	     0.010	    -0.090	     0.095
 50.974300	     0.020	     0.020	    -0.100	     0.104
 50.985600	     0.040	     0.010	    -0.100	     0.108
 50.996900	     0.030	     0.010	    -0.090	     0.095
 51.008200	     0.010	     0.000	    -0.100	     0.100
 51.019500	     0.020	     0.020	    -0.080	     0.085
 51.030800	     0.020	     0.000	    -0.080	     0.082
 51.042100	     0.020	     0.010	    -0.070	     0.073
 51.053400	     0.020	     0.020	    -0.070	     0.075
 51.064700	     0.020	     0.000	    -0.090	     0.092
 51.076000	     0.030	     0.010	    -0.080	     0.086
 51.087300	     0.020	    -0.010	    -0.090	     0.093
 51.098600	     0.020	     0.010	    -0.080	     0.083
 51.109900	     0.020	     0.010	    -0.100	     0.102
 51.121200	     0.030	     0.010	    -0.080	     0.086
 51.132500	     0.020	     0.020	    -0.090	     0.094
 51.143800	     0.030	    -0.010	    -0.100	     0.105
 51.155100	     0.000	     0.010	    -0.080	     0.081
 51.166400	     0.030	     0.000	    -0.100	     0.104
 51.177700	     0.010	     0.010	    -0.080	     0.081
 51.189000	     0.030	     0.020	    -0.100	     0.106
 51.200300	     0.020	     0.020	    -0.080	     0.085
 51.211600	     0.010	     0.010	    -0.100	     0.101
 51.222900	     0.020	     0.010	    -0.100	     0.102
 51.234200	     0.020	     0.010	    -0.100	     0.102
 51.245500	     0.010	     0.010	    -0.090	     0.091
 51.256800	     0.020	     0.020	    -0.070	     0.075
 51.268100	     0.020	     0.000	    -0.080	     0.082
 51.279400	     0.030	     0.000	    -0.080	     0.085
 51.290700	     0.030	     0.010	    -0.100	     0.105
 51.302000	     0.020	     0.010	    -0.070	     0.073
 51.313300	     0.020	     0.000	    -0.080	     0.082
 51.324600	     0.010	     0.010	    -0.080	     0.081
 51.335900	     0.030	     0.010	    -0.090	     0.095
 51.347200	     0.020	     0.020	    -0.090	     0.094
 51.358500	     0.000	     0.000	    -0.090	     0.090
 51.369800	     0.000	     0.010	    -0.090	     0.091
 51.381100	     0.030	     0.010	    -0.080	     0.086
 51.392400	     0.030	    -0.010	    -0.110	     0.114
 51.403700	     0.000	     0.010	    -0.090	     0.091
 51.415000	     0.020	     0.000	    -0.100	     0.102
 51.426300	     0.020	     0.020	    -0.080	     0.085
 51.437600	     0.010	     0.020	    -0.100	     0.102
 51.448900	     0.010	     0.010	    -0.100	     0.101
 51.460200	     0.020	     0.000	    -0.090	     0.092
 51.471500	     0.020	     0.000	    -0.090	     0.092
 51.482800	     0.020	     0.020	    -0.080	     0.085
 51.494100	     0.030	     0.010	    -0.090	     0.095
 51.505400	     0.020	     0.010	    -0.090	     0.093
 51.516700	     0.020	     0.010	    -0.080	     0.083
 51.528000	     0.020	     0.010	    -0.090	     0.093
 51.539300	     0.030	     0.000	    -0.090	     0.095
 51.550600	     0.020	     0.010	    -0.080	     0.083
 51.561900	     0.030	     0.010	    -0.100	     0.105
 51.573200	     0.030	     0.010	    -0.090	     0.095
 51.584500	     0.020	     0.000	    -0.090	     0.092
 51.595800	     0.020	     0.010	    -0.090	     0.093
 51.607100	     0.000	     0.010	    -0.100	     0.100
 51.618400	     0.020	     0.000	    -0.080	     0.082
 51.629700	     0.040	     0.010	    -0.090	     0.099
 51.641000	     0.010	    -0.010	    -0.100	     0.101
 51.652300	     0.040	     0.010	    -0.100	     0.108
 51.663600	     0.030	     0.000	    -0.100	     0.104
 51.674900	     0.020	     0.010	    -0.090	     0.093
 51.686200	     0.020	     0.030	    -0.090	     0.097
 51.697500	     0.020	     0.010	    -0.070	     0.073
 51.708800	     0.030	     0.000	    -0.080	     0.085
 51.720100	     0.020	     0.000	    -0.100	     0.102
 51.731400	     0.030	     0.020	    -0.100	     0.106
 51.742700	     0.020	     0.020	    -0.100	     0.104
 51.754000	     0.010	     0.000	    -0.110	     0.110
 51.765300	     0.020	     0.010	    -0.070	     0.073
 51.776600	     0.010	     0.010	    -0.090	     0.091
 51.787900	     0.010	     0.000	    -0.080	     0.081
 51.799200	     0.020	     0.010	    -0.080	     0.083
 51.810500	     0.010	     0.000	    -0.080	     0.081
 51.821800	     0.030	     0.020	    -0.080	     0.088
 51.833100	     0.000	     0.020	    -0.090	     0.092
 51.844400	     0.010	     0.010	    -0.080	     0.081
 51.855700	     0.020	     0.030	    -0.080	     0.088
 51.867000	     0.030	     0.010	    -0.080	     0.086
 51.878300	     0.030	     0.010	    -0.070	     0.077
 51.889600	     0.030	     0.020	    -0.100	     0.106
 51.900900	     0.020	     0.010	    -0.100	     0.102
 51.912200	     0.030	     0.010	    -0.070	     0.077
 51.923500	     0.050	    -0.010	    -0.090	     0.103
 51.934800	     0.030	     0.010	    -0.080	     0.086
 51.946100	     0.040	     0.020	    -0.090	     0.100
 51.957400	     0.020	     0.030	    -0.070	     0.079
 51.968700	     0.020	     0.010	    -0.070	     0.073
 51.980000	     0.010	     0.010	    -0.080	     0.081
 51.991300	     0.020	     0.000	    -0.080	     0.082
 52.002600	     0.020	     0.020	    -0.080	     0.085
 52.013900	     0.020	     0.020	    -0.100	     0.104
 52.025200	     0.030	     0.000	    -0.090	     0.095
 52.036500	     0.010	     0.000	    -0.100	     0.100
 52.047800	     0.020	     0.000	    -0.100	     0.102
 52.059100	     0.030	     0.010	    -0.100	     0.105
 52.070400	     0.010	     0.020	    -0.080	     0.083
 52.081700	     0.020	     0.020	    -0.100	     0.104
 52.093000	     0.010	     0.010	    -0.090	     0.091
 52.104300	     0.000	     0.030	    -0.090	     0.095
 52.115600	     0.020	     0.010	    -0.100	     0.102
 52.126900	     0.030	     0.010	    -0.090	     0.095
 52.138200	     0.030	     0.010	    -0.090	     0.095
 52.149500	     0.030	     0.010	    -0.090	     0.095
 52.160800	     0.000	     0.010	    -0.080	     0.081
 52.172100	     0.030	     0.020	    -0.090	     0.097
 52.183400	     0.030	     0.010	    -0.080	     0.086
 52.194700	     0.020	     0.020	    -0.080	     0.085
 52.206000	     0.020	     0.010	    -0.090	     0.093
 52.217300	     0.010	     0.030	    -0.090	     0.095
 52.228600	     0.010	     0.020	    -0.090	     0.093
 52.239900	     0.010	     0.010	    -0.090	     0.091
 52.251200	     0.020	     0.010	    -0.100	     0.102
 52.262500	     0.030	    -0.010	    -0.100	     0.105
 52.273800	     0.030	     0.010	    -0.080	     0.086
 52.285100	     0.010	     0.000	    -0.100	     0.100
 52.296400	     0.040	     0.000	    -0.100	     0.108
 52.307700	     0.030	     0.000	    -0.110	     0.114
 52.319000	     0.010	     0.010	    -0.100	     0.101
 52.330300	     0.020	     0.010	    -0.110	     0.112
 52.341600	     0.010	     0.010	    -0.090	     0.091
 52.352900	     0.030	     0.000	    -0.080	     0.085
 52.364200	     0.020	     0.020	    -0.090	     0.094
 52.375500	     0.030	     0.020	    -0.090	     0.097
 52.386800	     0.010	     0.010	    -0.100	     0.101
 52.398100	     0.030	     0.010	    -0.100	     0.105
 52.409400	     0.020	     0.030	    -0.100	     0.106
 52.420700	     0.040	     0.020	    -0.080	     0.092
 52.432000	     0.020	     0.000	    -0.100	     0.102
 52.443300	     0.040	    -0.010	    -0.100	     0.108
 52.454600	     0.020	     0.010	    -0.100	     0.102
 52.465900	     0.020	     0.030	    -0.100	     0.106
 52.477200	     0.040	     0.020	    -0.100	     0.110
 52.488500	     0.030	     0.010	    -0.090	     0.095
 52.499800	     0.010	     0.020	    -0.080	     0.083
 52.511100	     0.040	     0.010	    -0.090	     0.099
 52.522400	     0.030	     0.030	    -0.100	     0.109
 52.533700	     0.030	     0.020	    -0.080	     0.088
 52.545000	     0.040	     0.010	    -0.080	     0.090
 52.556300	     0.030	     0.010	    -0.080	     0.086
 52.567600	     0.020	     0.010	    -0.080	     0.083
 52.578900	     0.040	     0.020	    -0.080	     0.092
 52.590200	     0.040	     0.000	    -0.070	     0.081
 52.601500	     0.040	     0.010	    -0.080	     0.090
 52.612800	     0.030	     0.000	    -0.100	     0.104
 52.624100	     0.020	     0.020	    -0.100	     0.104
 52.635400	     0.020	     0.000	    -0.100	     0.102
 52.646700	     0.030	     0.010	    -0.090	     0.095
 52.658000	     0.020	     0.010	    -0.090	     0.093
 52.669300	     0.010	     0.020	    -0.100	     0.102
 52.680600	     0.030	     0.000	    -0.080	     0.085
 52.691900	     0.020	     0.010	    -0.080	     0.083
 52.703200	     0.020	     0.010	    -0.090	     0.093
 52.714500	     0.020	     0.010	    -0.090	     0.093
 52.725800	     0.040	     0.020	    -0.100	     0.110
 52.737100	     0.030	     0.020	    -0.100	     0.106
 52.748400	     0.020	     0.010	    -0.080	     0.083
 52.759700	     0.030	     0.020	    -0.110	     0.116
 52.771000	     0.020	     0.010	    -0.080	     0.083
 52.782300	     0.020	     0.010	    -0.090	     0.093
 52.793600	     0.010	     0.000	    -0.100	     0.100
 52.804900	     0.020	     0.000	    -0.080	     0.082
 52.816200	     0.020	     0.030	    -0.100	     0.106
 52.827500	     0.030	     0.000	    -0.110	     0.114
 52.838800	     0.030	     0.010	    -0.100	     0.105
 52.850100	     0.030	     0.010	    -0.080	     0.086
 52.861400	     0.030	    -0.010	    -0.100	     0.105
 52.872700	     0.030	     0.010	    -0.110	     0.114
 52.884000	     0.020	     0.010	    -0.090	     0.093
 52.895300	     0.030	     0.000	    -0.100	     0.104
 52.906600	     0.020	     0.020	    -0.080	     0.085
 52.917900	     0.030	     0.020	    -0.070	     0.079
 52.929200	     0.030	     0.020	    -0.100	     0.106
 52.940500	     0.020	     0.000	    -0.080	     0.082
 52.951800	     0.020	     0.020	    -0.090	     0.094
 52.963100	     0.020	     0.020	    -0.100	     0.104
 52.974400	     0.020	     0.020	    -0.090	     0.094
 52.985700	     0.010	     0.020	    -0.090	     0.093
 52.997000	     0.020	     0.020	    -0.110	     0.114
 53.008300	     0.030	     0.010	    -0.090	     0.095
 53.019600	     0.020	     0.000	    -0.090	     0.092
 53.030900	     0.020	     0.020	    -0.090	     0.094
 53.042200	     0.020	     0.020	    -0.100	     0.104
 53.053500	     0.010	     0.010	    -0.090	     0.091
 53.064800	     0.020	     0.010	    -0.090	     0.093
 53.076100	     0.040	     0.000	    -0.090	     0.098
 53.087400	     0.040	     0.020	    -0.080	     0.092
 53.098700	     0.020	     0.030	    -0.080	     0.088
 53.110000	     0.030	     0.010	    -0.090	     0.095
 53.121300	     0.030	     0.010	    -0.090	     0.095
 53.132600	     0.030	     0.010	    -0.120	     0.124
 53.143900	     0.020	     0.010	    -0.080	     0.083
 53.155200	     0.030	     0.010	    -0.080	     0.086
 53.166500	     0.030	     0.010	    -0.060	     0.068
 53.177800	     0.060	     0.010	    -0.090	     0.109
 53.189100	     0.030	     0.000	    -0.080	     0.085
 53.200400	     0.030	     0.000	    -0.100	     0.104
 53.211700	     0.020	     0.010	    -0.100	     0.102
 53.223000	     0.030	     0.000	    -0.090	     0.095
 53.234300	     0.010	     0.000	    -0.080	     0.081
 53.245600	     0.030	     0.010	    -0.100	     0.105
 53.256900	     0.030	     0.010	    -0.080	     0.086
 53.268200	     0.020	     0.000	    -0.100	     0.102
 53.279500	     0.040	     0.000	    -0.080	     0.089
 53.290800	     0.010	     0.010	    -0.080	     0.081
 53.302100	     0.020	     0.020	    -0.090	     0.094
 53.313400	     0.010	     0.010	    -0.090	     0.091
 53.324700	     0.000	     0.010	    -0.100	     0.100
 53.336000	     0.060	    -0.010	    -0.090	     0.109
 53.347300	     0.020	     0.010	    -0.100	     0.102
 53.358600	     0.040	     0.020	    -0.080	     0.092
 53.369900	     0.030	     0.010	    -0.090	     0.095
 53.381200	     0.020	     0.030	    -0.080	     0.088
 53.392500	     0.030	     0.030	    -0.080	     0.091
 53.403800	     0.020	     0.020	    -0.080	     0.085
 53.415100	     0.020	     0.030	    -0.080	     0.088
 53.426400	     0.010	     0.020	    -0.100	     0.102
 53.437700	     0.020	     0.030	    -0.090	     0.097
 53.449000	     0.030	     0.010	    -0.090	     0.095
 53.460300	     0.040	     0.010	    -0.100	     0.108
 53.471600	     0.040	     0.010	    -0.090	     0.099
 53.482900	     0.030	     0.000	    -0.090	     0.095
 53.494200	     0.010	     0.010	    -0.080	     0.081
 53.505500	     0.000	     0.020	    -0.090	     0.092
 53.516800	     0.020	     0.010	    -0.100	     0.102
 53.528100	     0.010	     0.020	    -0.090	     0.093
 53.539400	     0.010	     0.030	    -0.090	     0.095
 53.550700	     0.020	     0.010	    -0.090	     0.093
 53.562000	    -0.010	     0.020	    -0.090	     0.093
 53.573300	     0.030	     0.010	    -0.090	     0.095
 53.584600	     0.020	     0.010	    -0.100	     0.102
 53.595900	     0.010	     0.000	    -0.080	     0.081
 53.607200	     0.000	     0.010	    -0.090	     0.091
 53.618500	     0.000	     0.030	    -0.100	     0.104
 53.629800	     0.010	     0.010	    -0.090	     0.091
 53.641100	     0.040	     0.020	    -0.100	     0.110
 53.652400	     0.040	     0.020	    -0.070	     0.083
 53.663700	     0.030	     0.030	    -0.100	     0.109
 53.675000	     0.010	     0.020	    -0.090	     0.093
 53.686300	     0.010	     0.010	    -0.080	     0.081
 53.697600	    -0.010	     0.030	    -0.090	     0.095
 53.708900	     0.010	     0.000	    -0.080	     0.081
 53.720200	     0.020	     0.020	    -0.080	     0.085
 53.731500	     0.040	     0.020	    -0.080	     0.092
 53.742800	     0.020	     0.010	    -0.100	     0.102
 53.754100	     0.020	     0.010	    -0.080	     0.083
 53.765400	     0.000	     0.020	    -0.100	     0.102
 53.776700	     0.020	     0.000	    -0.090	     0.092
 53.788000	     0.030	     0.030	    -0.090	     0.099
 53.799300	     0.010	     0.010	    -0.090	     0.091
 53.810600	     0.020	     0.030	    -0.090	     0.097
 53.821900	     0.020	     0.010	    -0.110	     0.112
 53.833200	     0.010	     0.030	    -0.080	     0.086
 53.844500	     0.010	     0.000	    -0.090	     0.091
 53.855800	     0.030	     0.010	    -0.100	     0.105
 53.867100	     0.020	     0.010	    -0.100	     0.102
 53.878400	     0.020	     0.020	    -0.080	     0.085
 53.889700	     0.020	     0.010	    -0.090	     0.093
 53.901000	     0.010	     0.020	    -0.100	     0.102
 53.912300	     0.010	     0.020	    -0.100	     0.102
 53.923600	     0.020	     0.020	    -0.090	     0.094
 53.934900	     0.020	     0.010	    -0.090	     0.093
 53.946200	     0.040	     0.000	    -0.090	     0.098
 53.957500	     0.020	     0.010	    -0.090	     0.093
 53.968800	     0.040	    -0.010	    -0.080	     0.090
 53.980100	     0.020	     0.010	    -0.080	     0.083
 53.991400	     0.040	     0.010	    -0.100	     0.108
 54.002700	     0.020	     0.020	    -0.080	     0.085
 54.014000	     0.030	     0.010	    -0.080	     0.086
 54.025300	     0.030	     0.010	    -0.090	     0.095
 54.036600	     0.020	     0.010	    -0.090	     0.093
 54.047900	     0.030	     0.010	    -0.100	     0.105
 54.059200	     0.010	     0.020	    -0.080	     0.083
 54.070500	     0.020	     0.010	    -0.090	     0.093
 54.081800	     0.010	     0.020	    -0.090	     0.093
 54.093100	     0.010	     0.010	    -0.080	     0.081
 54.104400	     0.020	     0.010	    -0.080	     0.083
 54.115700	     0.020	     0.010	    -0.100	     0.102
 54.127000	    -0.010	     0.010	    -0.080	     0.081
 54.138300	     0.010	     0.020	    -0.080	     0.083
 54.149600	     0.010	     0.010	    -0.090	     0.091
 54.160900	     0.020	     0.010	    -0.080	     0.083
 54.172200	     0.030	     0.000	    -0.100	     0.104
 54.183500	     0.030	     0.010	    -0.080	     0.086
 54.194800	     0.020	     0.010	    -0.100	     0.102
 54.206100	     0.010	     0.040	    -0.090	     0.099
 54.217400	     0.010	     0.000	    -0.100	     0.100
 54.228700	     0.020	     0.020	    -0.080	     0.085
 54.240000	     0.010	     0.020	    -0.070	     0.073
 54.251300	     0.040	     0.030	    -0.080	     0.094
 54.262600	     0.000	     0.020	    -0.080	     0.082
 54.273900	     0.000	     0.010	    -0.090	     0.091
 54.285200	     0.000	     0.000	    -0.090	     0.090
 54.296500	     0.020	     0.020	    -0.090	     0.094
 54.307800	     0.030	     0.030	    -0.090	     0.099
 54.319100	     0.030	     0.020	    -0.080	     0.088
 54.330400	     0.030	     0.030	    -0.090	     0.099
 54.341700	     0.040	     0.000	    -0.100	     0.108
 54.353000	     0.040	     0.020	    -0.070	     0.083
 54.364300	     0.040	     0.010	    -0.070	     0.081
 54.375600	     0.040	     0.020	    -0.080	     0.092
 54.386900	     0.030	     0.010	    -0.090	     0.095
 54.398200	     0.010	     0.020	    -0.090	     0.093
 54.409500	     0.040	     0.010	    -0.080	     0.090
 54.420800	     0.030	     0.020	    -0.090	     0.097
 54.432100	     0.030	     0.010	    -0.070	     0.077
 54.443400	     0.030	     0.010	    -0.090	     0.095
 54.454700	     0.030	     0.020	    -0.080	     0.088
 54.466000	     0.020	     0.020	    -0.080	     0.085
 54.477300	     0.040	     0.030	    -0.080	     0.094
 54.488600	     0.030	     0.020	    -0.070	     0.079
 54.499900	     0.010	     0.010	    -0.080	     0.081
 54.511200	     0.030	    -0.010	    -0.080	     0.086
 54.522500	     0.040	     0.000	    -0.070	     0.081
 54.533800	     0.020	     0.020	    -0.080	     0.085
 54.545100	     0.010	     0.010	    -0.080	     0.081
 54.556400	     0.020	     0.030	    -0.090	     0.097
 54.567700	     0.010	     0.020	    -0.090	     0.093
 54.579000	     0.010	     0.020	    -0.110	     0.112
 54.590300	     0.010	     0.020	    -0.090	     0.093
 54.601600	     0.010	     0.010	    -0.080	     0.081
 54.612900	     0.010	     0.010	    -0.090	     0.091
 54.624200	     0.010	     0.030	    -0.080	     0.086
 54.635500	     0.020	     0.000	    -0.100	     0.102
 54.646800	     0.020	     0.000	    -0.070	     0.073
 54.658100	     0.040	     0.020	    -0.070	     0.083
 54.669400	     0.010	     0.000	    -0.080	     0.081
 54.680700	     0.030	     0.020	    -0.100	     0.106
 54.692000	     0.030	     0.010	    -0.090	     0.095
 54.703300	     0.030	     0.020	    -0.080	     0.088
 54.714600	     0.020	     0.020	    -0.090	     0.094
 54.725900	     0.020	     0.020	    -0.090	     0.094
 54.737200	     0.030	     0.000	    -0.090	     0.095
 54.748500	     0.020	     0.000	    -0.090	     0.092
 54.759800	     0.010	     0.010	    -0.080	     0.081
 54.771100	     0.010	     0.010	    -0.090	     0.091
 54.782400	     0.020	     0.010	    -0.090	     0.093
 54.793700	     0.020	     0.010	    -0.090	     0.093
 54.805000	     0.040	     0.020	    -0.080	     0.092
 54.816300	     0.020	     0.030	    -0.100	     0.106
 54.827600	     0.020	     0.010	    -0.090	     0.093
 54.838900	     0.020	     0.020	    -0.080	     0.085
 54.850200	     0.020	     0.010	    -0.090	     0.093
 54.861500	     0.020	     0.010	    -0.090	     0.093
 54.872800	     0.010	     0.010	    -0.090	     0.091
 54.884100	     0.010	     0.020	    -0.090	     0.093
 54.895400	     0.030	     0.020	    -0.090	     0.097
 54.906700	     0.020	     0.000	    -0.080	     0.082
 54.918000	     0.030	     0.020	    -0.080	     0.088
 54.929300	     0.000	     0.010	    -0.090	     0.091
 54.940600	     0.020	     0.010	    -0.080	     0.083
 54.951900	     0.030	     0.010	    -0.090	     0.095
 54.963200	     0.030	     0.000	    -0.070	     0.076
 54.974500	     0.030	     0.030	    -0.070	     0.082
 54.985800	     0.020	     0.030	    -0.090	     0.097
 54.997100	     0.010	     0.000	    -0.080	     0.081
 55.008400	     0.020	     0.000	    -0.090	     0.092
 55.019700	     0.000	     0.010	    -0.070	     0.071
 55.031000	     0.010	     0.010	    -0.080	     0.081
 55.042300	     0.000	     0.000	    -0.070	     0.070
 55.053600	     0.000	     0.010	    -0.080	     0.081
 55.064900	     0.030	     0.030	    -0.090	     0.099
 55.076200	     0.020	     0.020	    -0.100	     0.104
 55.087500	     0.000	     0.010	    -0.080	     0.081
 55.098800	     0.030	     0.000	    -0.100	     0.104
 55.110100	     0.000	     0.020	    -0.090	     0.092
 55.121400	     0.030	     0.000	    -0.070	     0.076
 55.132700	     0.030	     0.030	    -0.090	     0.099
 55.144000	     0.020	     0.010	    -0.090	     0.093
 55.155300	     0.010	     0.010	    -0.100	     0.101
 55.166600	     0.000	     0.010	    -0.100	     0.100
 55.177900	     0.020	     0.010	    -0.080	     0.083
 55.189200	     0.010	     0.010	    -0.080	     0.081
 55.200500	     0.030	     0.010	    -0.080	     0.086
 55.211800	     0.030	     0.000	    -0.070	     0.076
 55.223100	     0.030	     0.030	    -0.090	     0.099
 55.234400	     0.010	     0.010	    -0.090	     0.091
 55.245700	     0.000	     0.010	    -0.060	     0.061
 55.257000	     0.010	     0.000	    -0.080	     0.081
 55.268300	     0.010	     0.010	    -0.090	     0.091
 55.279600	     0.020	     0.010	    -0.080	     0.083
 55.290900	     0.000	     0.020	    -0.080	     0.082
 55.302200	     0.040	     0.010	    -0.090	     0.099
 55.313500	     0.010	     0.010	    -0.110	     0.111
 55.324800	     0.020	     0.000	    -0.080	     0.082
 55.336100	     0.010	     0.020	    -0.070	     0.073
 55.347400	     0.020	     0.010	    -0.090	     0.093
 55.358700	     0.010	     0.010	    -0.070	     0.071
 55.370000	     0.010	     0.000	    -0.090	     0.091
 55.381300	     0.020	     0.020	    -0.080	     0.085
 55.392600	     0.020	     0.010	    -0.090	     0.093
 55.403900	     0.010	     0.010	    -0.090	     0.091
 55.415200	     0.020	     0.010	    -0.080	     0.083
 55.426500	     0.020	     0.000	    -0.090	     0.092
 55.437800	     0.020	     0.020	    -0.090	     0.094
 55.449100	     0.030	     0.010	    -0.090	     0.095
 55.460400	     0.020	     0.010	    -0.080	     0.083
 55.471700	     0.020	     0.010	    -0.090	     0.093
 55.483000	     0.020	     0.020	    -0.070	     0.075
 55.494300	     0.020	     0.010	    -0.090	     0.093
 55.505600	     0.010	     0.000	    -0.080	     0.081
 55.516900	     0.010	     0.010	    -0.080	     0.081
 55.528200	     0.030	     0.010	    -0.090	     0.095
 55.539500	     0.000	     0.000	    -0.090	     0.090
 55.550800	     0.010	     0.010	    -0.090	     0.091
 55.562100	     0.030	     0.010	    -0.090	     0.095
 55.573400	     0.030	     0.010	    -0.080	     0.086
 55.584700	    -0.010	     0.020	    -0.090	     0.093
 55.596000	     0.030	     0.030	    -0.080	     0.091
 55.607300	     0.030	     0.010	    -0.080	     0.086
 55.618600	     0.010	     0.010	    -0.090	     0.091
 55.629900	     0.030	     0.020	    -0.080	     0.088
 55.641200	     0.010	     0.000	    -0.080	     0.081
 55.652500	    -0.010	     0.010	    -0.060	     0.062
 55.663800	     0.030	     0.010	    -0.080	     0.086
 55.675100	     0.030	     0.010	    -0.090	     0.095
 55.686400	     0.030	     0.010	    -0.100	     0.105
 55.697700	     0.020	     0.010	    -0.100	     0.102
 55.709000	     0.030	     0.010	    -0.090	     0.095
 55.720300	     0.030	     0.010	    -0.080	     0.086
 55.731600	     0.020	     0.020	    -0.080	     0.085
 55.742900	     0.020	     0.010	    -0.100	     0.102
 55.754200	     0.030	     0.000	    -0.090	     0.095
 55.765500	     0.020	     0.010	    -0.070	     0.073
 55.776800	     0.020	     0.030	    -0.090	     0.097
 55.788100	     0.000	     0.010	    -0.080	     0.081
 55.799400	     0.020	     0.020	    -0.090	     0.094
 55.810700	     0.020	     0.010	    -0.080	     0.083
 55.822000	     0.010	     0.020	    -0.090	     0.093
 55.833300	     0.020	     0.000	    -0.080	     0.082
 55.844600	     0.020	     0.020	    -0.080	     0.085
 55.855900	     0.030	     0.010	    -0.100	     0.105
 55.867200	     0.020	     0.010	    -0.090	     0.093
 55.878500	     0.020	     0.010	    -0.080	     0.083
 55.889800	     0.020	     0.020	    -0.110	     0.114
 55.901100	     0.010	     0.010	    -0.090	     0.091
 55.912400	     0.030	     0.000	    -0.070	     0.076
 55.923700	     0.040	     0.010	    -0.080	     0.090
 55.935000	     0.030	     0.000	    -0.090	     0.095
 55.946300	     0.030	     0.020	    -0.080	     0.088
 55.957600	     0.020	     0.030	    -0.090	     0.097
 55.968900	     0.020	     0.000	    -0.080	     0.082
